(-0.165808,0.012335)
(-0.165808,0.012335)
(-0.165808,0.012335)
(-0.165808,0.012335)
(-0.17605,-0.0175966)
(-0.186292,-0.0475282)
(-0.186292,-0.0475282)
(-0.186292,-0.0475282)
(-0.201603,-0.0515152)
(-0.216915,-0.0555022)
(-0.216915,-0.0555022)
(-0.216915,-0.0555022)
(-0.228846,-0.0884743)
(-0.240778,-0.121446)
(-0.240778,-0.121446)
(-0.240778,-0.121446)
(-0.264194,-0.129694)
(-0.287609,-0.137942)
(-0.287609,-0.137942)
(-0.287609,-0.137942)
(-0.316307,-0.161096)
(-0.345005,-0.184251)
(-0.345005,-0.184251)
(-0.345005,-0.184251)
(-0.348581,-0.188948)
(-0.352157,-0.193645)
(-0.352157,-0.193645)
(-0.352157,-0.193645)
(-0.372619,-0.195206)
(-0.393081,-0.196768)
(-0.393081,-0.196768)
(-0.393081,-0.196768)
(-0.399316,-0.210141)
(-0.40555,-0.223513)
(-0.40555,-0.223513)
(-0.40555,-0.223513)
(-0.415398,-0.224258)
(-0.425245,-0.225004)
(-0.425245,-0.225004)
(-0.425245,-0.225004)
(-0.432329,-0.23982)
(-0.439414,-0.254637)
(-0.439414,-0.254637)
(-0.439414,-0.254637)
(-0.43699,-0.254802)
(-0.434567,-0.254966)
(-0.434567,-0.254966)
(-0.434567,-0.254966)
(-0.436537,-0.260742)
(-0.438506,-0.266519)
(-0.438506,-0.266519)
(-0.438506,-0.266519)
(-0.437175,-0.25264)
(-0.435843,-0.238761)
(-0.435843,-0.238761)
(-0.435843,-0.238761)
(-0.455344,-0.255896)
(-0.474844,-0.273032)
(-0.474844,-0.273032)
(-0.474844,-0.273032)
(-0.476653,-0.260909)
(-0.478462,-0.248786)
(-0.478462,-0.248786)
(-0.478462,-0.248786)
(-0.485142,-0.241409)
(-0.491821,-0.234032)
(-0.491821,-0.234032)
(-0.491821,-0.234032)
(-0.481303,-0.244138)
(-0.470784,-0.254245)
(-0.470784,-0.254245)
(-0.470784,-0.254245)
(-0.476813,-0.243076)
(-0.482841,-0.231908)
(-0.482841,-0.231908)
(-0.482841,-0.231908)
(-0.488575,-0.251748)
(-0.494309,-0.271588)
(-0.494309,-0.271588)
(-0.494309,-0.271588)
(-0.506346,-0.267088)
(-0.518383,-0.262589)
(-0.518383,-0.262589)
(-0.518383,-0.262589)
(-0.512471,-0.257331)
(-0.506559,-0.252072)
(-0.506559,-0.252072)
(-0.506559,-0.252072)
(-0.513756,-0.258952)
(-0.520953,-0.265831)
(-0.520953,-0.265831)
(-0.520953,-0.265831)
(-0.530084,-0.256824)
(-0.539214,-0.247818)
(-0.539214,-0.247818)
(-0.539214,-0.247818)
(-0.536338,-0.247186)
(-0.533462,-0.246555)
(-0.533462,-0.246555)
(-0.533462,-0.246555)
(-0.550982,-0.249257)
(-0.568503,-0.251959)
(-0.568503,-0.251959)
(-0.568503,-0.251959)
(-0.573682,-0.250525)
(-0.578861,-0.249091)
(-0.578861,-0.249091)
(-0.578861,-0.249091)
(-0.578138,-0.248293)
(-0.577415,-0.247496)
(-0.577415,-0.247496)
(-0.577415,-0.247496)
(-0.575948,-0.248309)
(-0.574482,-0.249123)
(-0.574482,-0.249123)
(-0.574482,-0.249123)
(-0.577001,-0.237947)
(-0.57952,-0.22677)
(-0.57952,-0.22677)
(-0.57952,-0.22677)
(-0.589862,-0.235557)
(-0.600204,-0.244343)
(-0.600204,-0.244343)
(-0.600204,-0.244343)
(-0.597253,-0.229328)
(-0.594302,-0.214312)
(-0.594302,-0.214312)
(-0.594302,-0.214312)
(-0.617031,-0.216016)
(-0.639759,-0.21772)
(-0.639759,-0.21772)
(-0.639759,-0.21772)
(-0.628057,-0.206948)
(-0.616355,-0.196176)
(-0.616355,-0.196176)
(-0.616355,-0.196176)
(-0.647286,-0.203138)
(-0.678216,-0.2101)
(-0.678216,-0.2101)
(-0.678216,-0.2101)
(-0.673077,-0.212561)
(-0.667939,-0.215021)
(-0.667939,-0.215021)
(-0.667939,-0.215021)
(-0.673785,-0.207649)
(-0.679631,-0.200277)
(-0.679631,-0.200277)
(-0.679631,-0.200277)
(-0.663303,-0.189671)
(-0.646974,-0.179065)
(-0.646974,-0.179065)
(-0.646974,-0.179065)
(-0.663265,-0.18285)
(-0.679556,-0.186635)
(-0.679556,-0.186635)
(-0.679556,-0.186635)
(-0.685177,-0.179668)
(-0.690798,-0.172701)
(-0.690798,-0.172701)
(-0.690798,-0.172701)
(-0.700748,-0.168033)
(-0.710697,-0.163364)
(-0.710697,-0.163364)
(-0.710697,-0.163364)
(-0.713694,-0.162601)
(-0.716691,-0.161838)
(-0.716691,-0.161838)
(-0.716691,-0.161838)
(-0.715081,-0.142247)
(-0.713471,-0.122656)
(-0.713471,-0.122656)
(-0.713471,-0.122656)
(-0.71992,-0.126187)
(-0.726368,-0.129718)
(-0.726368,-0.129718)
(-0.726368,-0.129718)
(-0.72257,-0.136108)
(-0.718771,-0.142497)
(-0.718771,-0.142497)
(-0.718771,-0.142497)
(-0.734082,-0.137692)
(-0.749393,-0.132886)
(-0.749393,-0.132886)
(-0.749393,-0.132886)
(-0.736916,-0.113914)
(-0.724439,-0.0949407)
(-0.724439,-0.0949407)
(-0.724439,-0.0949407)
(-0.732446,-0.107267)
(-0.740452,-0.119593)
(-0.740452,-0.119593)
(-0.740452,-0.119593)
(-0.753288,-0.0973942)
(-0.766124,-0.0751956)
(-0.766124,-0.0751956)
(-0.766124,-0.0751956)
(-0.763866,-0.0676757)
(-0.761608,-0.0601558)
(-0.761608,-0.0601558)
(-0.761608,-0.0601558)
(-0.771643,-0.057348)
(-0.781678,-0.0545402)
(-0.781678,-0.0545402)
(-0.781678,-0.0545402)
(-0.781632,-0.045404)
(-0.781586,-0.0362679)
(-0.781586,-0.0362679)
(-0.781586,-0.0362679)
(-0.79128,-0.0335787)
(-0.800974,-0.0308895)
(-0.800974,-0.0308895)
(-0.800974,-0.0308895)
(-0.804508,-0.0269862)
(-0.808041,-0.0230829)
(-0.808041,-0.0230829)
(-0.808041,-0.0230829)
(-0.801048,-0.00992015)
(-0.794054,0.00324256)
(-0.794054,0.00324256)
(-0.794054,0.00324256)
(-0.806414,0.0170807)
(-0.818775,0.0309189)
(-0.818775,0.0309189)
(-0.818775,0.0309189)
(-0.811622,0.0147291)
(-0.80447,-0.00146064)
(-0.80447,-0.00146064)
(-0.80447,-0.00146064)
(-0.805606,0.0231715)
(-0.806741,0.0478036)
(-0.806741,0.0478036)
(-0.806741,0.0478036)
(-0.809059,0.0511613)
(-0.811377,0.0545189)
(-0.811377,0.0545189)
(-0.811377,0.0545189)
(-0.8283,0.0690136)
(-0.845224,0.0835083)
(-0.845224,0.0835083)
(-0.845224,0.0835083)
(-0.826309,0.0801058)
(-0.807394,0.0767033)
(-0.807394,0.0767033)
(-0.807394,0.0767033)
(-0.809069,0.0975483)
(-0.810744,0.118393)
(-0.810744,0.118393)
(-0.810744,0.118393)
(-0.803586,0.101244)
(-0.796428,0.0840947)
(-0.796428,0.0840947)
(-0.796428,0.0840947)
(-0.789996,0.101764)
(-0.783564,0.119433)
(-0.783564,0.119433)
(-0.783564,0.119433)
(-0.794113,0.12052)
(-0.804661,0.121608)
(-0.804661,0.121608)
(-0.804661,0.121608)
(-0.804793,0.144699)
(-0.804925,0.16779)
(-0.804925,0.16779)
(-0.804925,0.16779)
(-0.802253,0.182468)
(-0.799582,0.197146)
(-0.799582,0.197146)
(-0.799582,0.197146)
(-0.800916,0.196843)
(-0.80225,0.196541)
(-0.80225,0.196541)
(-0.80225,0.196541)
(-0.802486,0.207578)
(-0.802723,0.218616)
(-0.802723,0.218616)
(-0.802723,0.218616)
(-0.799559,0.214379)
(-0.796395,0.210141)
(-0.796395,0.210141)
(-0.796395,0.210141)
(-0.794898,0.223535)
(-0.7934,0.236928)
(-0.7934,0.236928)
(-0.7934,0.236928)
(-0.790572,0.235751)
(-0.787743,0.234573)
(-0.787743,0.234573)
(-0.787743,0.234573)
(-0.780933,0.252159)
(-0.774123,0.269745)
(-0.774123,0.269745)
(-0.774123,0.269745)
(-0.768141,0.281129)
(-0.762159,0.292513)
(-0.762159,0.292513)
(-0.762159,0.292513)
(-0.76752,0.294659)
(-0.772881,0.296805)
(-0.772881,0.296805)
(-0.772881,0.296805)
(-0.762457,0.306963)
(-0.752033,0.317121)
(-0.752033,0.317121)
(-0.752033,0.317121)
(-0.753797,0.32495)
(-0.755562,0.332779)
(-0.755562,0.332779)
(-0.755562,0.332779)
(-0.742676,0.317987)
(-0.729791,0.303196)
(-0.729791,0.303196)
(-0.729791,0.303196)
(-0.729292,0.325462)
(-0.728792,0.347728)
(-0.728792,0.347728)
(-0.728792,0.347728)
(-0.72274,0.352568)
(-0.716687,0.357407)
(-0.716687,0.357407)
(-0.716687,0.357407)
(-0.718905,0.355503)
(-0.721123,0.353599)
(-0.721123,0.353599)
(-0.721123,0.353599)
(-0.701739,0.355251)
(-0.682356,0.356903)
(-0.682356,0.356903)
(-0.682356,0.356903)
(-0.68069,0.370895)
(-0.679025,0.384888)
(-0.679025,0.384888)
(-0.679025,0.384888)
(-0.680809,0.378097)
(-0.682593,0.371307)
(-0.682593,0.371307)
(-0.682593,0.371307)
(-0.663774,0.39028)
(-0.644955,0.409254)
(-0.644955,0.409254)
(-0.644955,0.409254)
(-0.645269,0.405515)
(-0.645584,0.401777)
(-0.645584,0.401777)
(-0.645584,0.401777)
(-0.650094,0.415656)
(-0.654605,0.429535)
(-0.654605,0.429535)
(-0.654605,0.429535)
(-0.646941,0.432314)
(-0.639278,0.435093)
(-0.639278,0.435093)
(-0.639278,0.435093)
(-0.640029,0.443009)
(-0.64078,0.450925)
(-0.64078,0.450925)
(-0.64078,0.450925)
(-0.620127,0.437877)
(-0.599475,0.424828)
(-0.599475,0.424828)
(-0.599475,0.424828)
(-0.596105,0.43542)
(-0.592736,0.446011)
(-0.592736,0.446011)
(-0.592736,0.446011)
(-0.599999,0.45838)
(-0.607263,0.470749)
(-0.607263,0.470749)
(-0.607263,0.470749)
(-0.600967,0.46536)
(-0.594671,0.459972)
(-0.594671,0.459972)
(-0.594671,0.459972)
(-0.586566,0.477687)
(-0.578461,0.495403)
(-0.578461,0.495403)
(-0.578461,0.495403)
(-0.557657,0.482985)
(-0.536854,0.470566)
(-0.536854,0.470566)
(-0.536854,0.470566)
(-0.539768,0.472742)
(-0.542682,0.474917)
(-0.542682,0.474917)
(-0.542682,0.474917)
(-0.53797,0.46926)
(-0.533257,0.463603)
(-0.533257,0.463603)
(-0.533257,0.463603)
(-0.526323,0.470446)
(-0.519388,0.477288)
(-0.519388,0.477288)
(-0.519388,0.477288)
(-0.517819,0.490885)
(-0.516249,0.504482)
(-0.516249,0.504482)
(-0.516249,0.504482)
(-0.491081,0.49631)
(-0.465913,0.488138)
(-0.465913,0.488138)
(-0.465913,0.488138)
(-0.479992,0.493478)
(-0.494071,0.498817)
(-0.494071,0.498817)
(-0.494071,0.498817)
(-0.486624,0.504284)
(-0.479178,0.509751)
(-0.479178,0.509751)
(-0.479178,0.509751)
(-0.466252,0.495423)
(-0.453327,0.481096)
(-0.453327,0.481096)
(-0.453327,0.481096)
(-0.442968,0.48887)
(-0.432609,0.496645)
(-0.432609,0.496645)
(-0.432609,0.496645)
(-0.423185,0.497716)
(-0.413761,0.498788)
(-0.413761,0.498788)
(-0.413761,0.498788)
(-0.416187,0.506927)
(-0.418613,0.515065)
(-0.418613,0.515065)
(-0.418613,0.515065)
(-0.409726,0.507861)
(-0.40084,0.500657)
(-0.40084,0.500657)
(-0.40084,0.500657)
(-0.384509,0.491433)
(-0.368179,0.48221)
(-0.368179,0.48221)
(-0.368179,0.48221)
(-0.375845,0.499205)
(-0.38351,0.5162)
(-0.38351,0.5162)
(-0.38351,0.5162)
(-0.379197,0.499709)
(-0.374884,0.483218)
(-0.374884,0.483218)
(-0.374884,0.483218)
(-0.359475,0.488209)
(-0.344067,0.493201)
(-0.344067,0.493201)
(-0.344067,0.493201)
(-0.340773,0.492561)
(-0.337479,0.491922)
(-0.337479,0.491922)
(-0.337479,0.491922)
(-0.338578,0.483797)
(-0.339678,0.475672)
(-0.339678,0.475672)
(-0.339678,0.475672)
(-0.346736,0.482934)
(-0.353794,0.490195)
(-0.353794,0.490195)
(-0.353794,0.490195)
(-0.337546,0.480669)
(-0.321299,0.471144)
(-0.321299,0.471144)
(-0.321299,0.471144)
(-0.318911,0.466396)
(-0.316523,0.461648)
(-0.316523,0.461648)
(-0.316523,0.461648)
(-0.295188,0.464139)
(-0.273852,0.46663)
(-0.273852,0.46663)
(-0.273852,0.46663)
(-0.278168,0.478521)
(-0.282485,0.490411)
(-0.282485,0.490411)
(-0.282485,0.490411)
(-0.28359,0.46273)
(-0.284694,0.435048)
(-0.284694,0.435048)
(-0.284694,0.435048)
(-0.25487,0.446625)
(-0.225046,0.458203)
(-0.225046,0.458203)
(-0.225046,0.458203)
(-0.243256,0.442157)
(-0.261466,0.42611)
(-0.261466,0.42611)
(-0.261466,0.42611)
(-0.23796,0.409451)
(-0.214453,0.392792)
(-0.214453,0.392792)
(-0.214453,0.392792)
(-0.2029,0.37659)
(-0.191346,0.360387)
(-0.191346,0.360387)
(-0.191346,0.360387)
(-0.189643,0.336015)
(-0.18794,0.311644)
(-0.18794,0.311644)
(-0.18794,0.311644)
(-0.176511,0.280631)
(-0.165083,0.249618)
(-0.165083,0.249618)
(-0.165083,0.249618)
(-0.154689,0.232461)
(-0.144295,0.215304)
(-0.144295,0.215304)
(-0.144295,0.215304)
(-0.137944,0.177503)
(-0.131593,0.139701)
(-0.131593,0.139701)
(-0.131593,0.139701)
(-0.131189,0.109349)
(-0.130785,0.0789964)
(-0.130785,0.0789964)
(-0.130785,0.0789964)
(-0.165314,0.0138009)
(-0.165314,0.0138009)
(-0.165314,0.0138009)
(-0.165314,0.0138009)
(-0.176461,-0.0146566)
(-0.187608,-0.0431142)
(-0.187608,-0.0431142)
(-0.187608,-0.0431142)
(-0.202999,-0.0527447)
(-0.21839,-0.0623753)
(-0.21839,-0.0623753)
(-0.21839,-0.0623753)
(-0.231247,-0.0917752)
(-0.244105,-0.121175)
(-0.244105,-0.121175)
(-0.244105,-0.121175)
(-0.266654,-0.132674)
(-0.289203,-0.144172)
(-0.289203,-0.144172)
(-0.289203,-0.144172)
(-0.315568,-0.164851)
(-0.341932,-0.18553)
(-0.341932,-0.18553)
(-0.341932,-0.18553)
(-0.346992,-0.191209)
(-0.352051,-0.196889)
(-0.352051,-0.196889)
(-0.352051,-0.196889)
(-0.372454,-0.199586)
(-0.392857,-0.202283)
(-0.392857,-0.202283)
(-0.392857,-0.202283)
(-0.39889,-0.214187)
(-0.404922,-0.226091)
(-0.404922,-0.226091)
(-0.404922,-0.226091)
(-0.414235,-0.227922)
(-0.423547,-0.229753)
(-0.423547,-0.229753)
(-0.423547,-0.229753)
(-0.430263,-0.241178)
(-0.436979,-0.252603)
(-0.436979,-0.252603)
(-0.436979,-0.252603)
(-0.436673,-0.253793)
(-0.436366,-0.254982)
(-0.436366,-0.254982)
(-0.436366,-0.254982)
(-0.438666,-0.258816)
(-0.440966,-0.26265)
(-0.440966,-0.26265)
(-0.440966,-0.26265)
(-0.440582,-0.251637)
(-0.440199,-0.240625)
(-0.440199,-0.240625)
(-0.440199,-0.240625)
(-0.455071,-0.254429)
(-0.469943,-0.268234)
(-0.469943,-0.268234)
(-0.469943,-0.268234)
(-0.471959,-0.25928)
(-0.473975,-0.250326)
(-0.473975,-0.250326)
(-0.473975,-0.250326)
(-0.480757,-0.243789)
(-0.48754,-0.237251)
(-0.48754,-0.237251)
(-0.48754,-0.237251)
(-0.48061,-0.245101)
(-0.47368,-0.252951)
(-0.47368,-0.252951)
(-0.47368,-0.252951)
(-0.477792,-0.244706)
(-0.481904,-0.236462)
(-0.481904,-0.236462)
(-0.481904,-0.236462)
(-0.488639,-0.251314)
(-0.495374,-0.266166)
(-0.495374,-0.266166)
(-0.495374,-0.266166)
(-0.505208,-0.263532)
(-0.515042,-0.260899)
(-0.515042,-0.260899)
(-0.515042,-0.260899)
(-0.511834,-0.256234)
(-0.508625,-0.25157)
(-0.508625,-0.25157)
(-0.508625,-0.25157)
(-0.515888,-0.256837)
(-0.52315,-0.262104)
(-0.52315,-0.262104)
(-0.52315,-0.262104)
(-0.531409,-0.255839)
(-0.539669,-0.249575)
(-0.539669,-0.249575)
(-0.539669,-0.249575)
(-0.537077,-0.248182)
(-0.534486,-0.246789)
(-0.534486,-0.246789)
(-0.534486,-0.246789)
(-0.549242,-0.248967)
(-0.563997,-0.251144)
(-0.563997,-0.251144)
(-0.563997,-0.251144)
(-0.56917,-0.249452)
(-0.574344,-0.247759)
(-0.574344,-0.247759)
(-0.574344,-0.247759)
(-0.575026,-0.248036)
(-0.575709,-0.248314)
(-0.575709,-0.248314)
(-0.575709,-0.248314)
(-0.57739,-0.247617)
(-0.579071,-0.24692)
(-0.579071,-0.24692)
(-0.579071,-0.24692)
(-0.580968,-0.237212)
(-0.582864,-0.227505)
(-0.582864,-0.227505)
(-0.582864,-0.227505)
(-0.592872,-0.233475)
(-0.60288,-0.239446)
(-0.60288,-0.239446)
(-0.60288,-0.239446)
(-0.600468,-0.22783)
(-0.598055,-0.216213)
(-0.598055,-0.216213)
(-0.598055,-0.216213)
(-0.617117,-0.217709)
(-0.636178,-0.219204)
(-0.636178,-0.219204)
(-0.636178,-0.219204)
(-0.62716,-0.210749)
(-0.618141,-0.202293)
(-0.618141,-0.202293)
(-0.618141,-0.202293)
(-0.643214,-0.207031)
(-0.668288,-0.21177)
(-0.668288,-0.21177)
(-0.668288,-0.21177)
(-0.665973,-0.211876)
(-0.663658,-0.211982)
(-0.663658,-0.211982)
(-0.663658,-0.211982)
(-0.668727,-0.207483)
(-0.673796,-0.202983)
(-0.673796,-0.202983)
(-0.673796,-0.202983)
(-0.663601,-0.191072)
(-0.653406,-0.17916)
(-0.653406,-0.17916)
(-0.653406,-0.17916)
(-0.667245,-0.18202)
(-0.681084,-0.184879)
(-0.681084,-0.184879)
(-0.681084,-0.184879)
(-0.686062,-0.178934)
(-0.691039,-0.172988)
(-0.691039,-0.172988)
(-0.691039,-0.172988)
(-0.699839,-0.168685)
(-0.70864,-0.164382)
(-0.70864,-0.164382)
(-0.70864,-0.164382)
(-0.712202,-0.162653)
(-0.715765,-0.160924)
(-0.715765,-0.160924)
(-0.715765,-0.160924)
(-0.714723,-0.144905)
(-0.713682,-0.128886)
(-0.713682,-0.128886)
(-0.713682,-0.128886)
(-0.719456,-0.13023)
(-0.725229,-0.131575)
(-0.725229,-0.131575)
(-0.725229,-0.131575)
(-0.724328,-0.136107)
(-0.723427,-0.14064)
(-0.723427,-0.14064)
(-0.723427,-0.14064)
(-0.736649,-0.134766)
(-0.749871,-0.128891)
(-0.749871,-0.128891)
(-0.749871,-0.128891)
(-0.740326,-0.113677)
(-0.730781,-0.0984641)
(-0.730781,-0.0984641)
(-0.730781,-0.0984641)
(-0.737489,-0.106878)
(-0.744197,-0.115292)
(-0.744197,-0.115292)
(-0.744197,-0.115292)
(-0.754801,-0.0965073)
(-0.765404,-0.077723)
(-0.765404,-0.077723)
(-0.765404,-0.077723)
(-0.765066,-0.0697468)
(-0.764727,-0.0617705)
