(0.0013123,0.00827052)
(-0.0199591,-0.00830103)
(-0.0128178,-0.00585955)
(-0.0111393,-0.0136418)
(-0.00250252,-0.0159917)
(0.00350963,-0.0213935)
(0.00955229,-0.0224311)
(0.0100406,-0.020661)
(0.00708029,-0.0151372)
(0.00021363,-0.00616474)
(-0.00708029,0.00283822)
(-0.0124821,0.00839259)
(-0.0132756,0.00985748)
(-0.00921659,0.00643941)
(0,0.0021363)
(0.00894192,-0.002472)
(0.0160833,-0.0019837)
(0.0179144,0.00186163)
(0.0152898,0.00820948)
(0.00753807,0.0138249)
(-0.000305185,0.0168462)
(-0.00769066,0.0135197)
(-0.0121464,0.00631733)
(-0.0142216,-0.00268563)
(-0.0141911,-0.0089114)
(-0.0123295,-0.0108646)
(-0.0102542,-0.00595111)
(-0.00811792,0.00360118)
(-0.00604266,0.0140996)
(-0.00323496,0.0224311)
(-0.000274667,0.024659)
(0.00314341,0.0222785)
(0.00506607,0.0166631)
(0.00595111,0.0118717)
(0.00466933,0.00997955)
(0.00238044,0.0118107)
(-0.000488296,0.0154424)
(-0.00146489,0.0205695)
(-0.000976592,0.0234993)
(-6.1037e-05,0.0226447)
(0.00155644,0.0183416)
(0.00225837,0.0118107)
(0.00155644,0.00573748)
(-0.00021363,0.000824)
(-0.00183111,-0.00100711)
(-0.00158696,-0.000701926)
(0.00241096,-0.000335704)
(0.00784326,-0.000915555)
(0.0145268,-0.00366222)
(0.0191961,-0.00689718)
(0.0211798,-0.00964385)
(0.020539,-0.0106204)
(0.0171209,-0.00784326)
(0.0125431,-0.00375378)
(0.0104984,-0.000427259)
(0.0109256,0.000915555)
(0.0146184,0.000183111)
(0.019776,-0.00341807)
(0.0224311,-0.00772118)
(0.0220344,-0.0107425)
(0.015595,-0.0108341)
(0.00589007,-0.0102237)
(-0.00442518,-0.00814844)
(-0.0124821,-0.00671407)
(-0.0151982,-0.00805689)
(-0.0126347,-0.0104678)
(-0.004944,-0.0138859)
(0.00460829,-0.014069)
(0.0120548,-0.0110782)
(0.0161443,-0.00369274)
(0.0158696,0.00640889)
(0.0110782,0.0137638)
(0.00646992,0.0168157)
(0.00344859,0.0141301)
(0.00146489,0.00512711)
(0.00189215,-0.00497452)
(0.00381481,-0.0136418)
(0.00332652,-0.0165105)
(0.00167852,-0.0127262)
(-0.00186163,-0.00357067)
(-0.00781274,0.00784326)
(-0.0125736,0.0166021)
(-0.0166021,0.0187994)
(-0.0186468,0.0158086)
(-0.0177007,0.00820948)
(-0.0163884,-0.00061037)
(-0.0140385,-0.00756859)
(-0.0125126,-0.0120548)
(-0.0102237,-0.0137638)
(-0.00878933,-0.015717)
(-0.00592059,-0.0160222)
(-0.00274667,-0.0166326)
(-0.00021363,-0.0180059)
(0.0037843,-0.0159612)
(0.00720237,-0.0122684)
(0.0106204,-0.00540178)
(0.0140996,0.00186163)
(0.0166631,0.00860622)
(0.018952,0.0112613)
(0.019715,0.0104373)
(0.0189825,0.00787378)
(0.0150456,0.00436415)
(0.00848415,0.00216681)
(-0.000366222,0.00177007)
(-0.0101932,0.00317392)
(-0.0179449,0.00332652)
(-0.0236518,0.00231941)
(-0.0235298,-0.00180059)
(-0.019776,-0.00653096)
(-0.0123295,-0.0104373)
(-0.00430311,-0.0103763)
(0.0028077,-0.00479141)
(0.00698874,0.00555437)
(0.0077517,0.0167241)
(0.00814844,0.0242012)
(0.00750755,0.0275887)
(0.00903348,0.022309)
(0.0110172,0.0112918)
(0.0138249,0.000305185)
(0.0154424,-0.00802637)
(0.0155644,-0.0112003)
(0.013184,-0.00897244)
(0.0085757,-0.00119022)
(0.00485244,0.00766015)
(0.001648,0.0142827)
(0.00225837,0.0166936)
(0.00723289,0.013947)
(0.0123905,0.00952177)
(0.0161748,0.00436415)
